,Unnamed: 0,Content
22,56,"Check in: good, but not enough kiosks for the larger airlines ie American Security: Standard TSA-style take-of-your-shoes security. Terminal: It's a brand new aiport, opened in 2015. The old airport was hot and crowded with long lines. The new airport has jetbridges and is air-conditioned. It has plenty of seats. Cons: you can see in the bathrooms from outside and it is very hard to hear the PA system due to echo. (at my gate the agent used a microphone and portable amp instead). WiFi: You have to pay for the wifi, however there is a 15-minute free trial that requires you to give your full name and email address. Food: There are three restaurants which offer a variety of fare (sushi, pizza, burgers, sandwiches, pastries, etc.). However, they are expensive (one woman purchased two pieces of pizza, a salad, and a Corona beer for the price of $94 EC ($35 US). I purchased an Italian sandwich for $36 EC ($13 US). It was good, but I could get the same sandwich at home for half the price. Other: There are two important things to note. First, take into consideration that you must go through immigration both when you enter and when you leave Antigua. They still use paper customs forms. When you arrive, there is a departure stub on the form that you must keep if you want to leave. The second thing to note is that Antigua no longer collects a cash departure tax at the airport. Overall: It's probably the best airport I've visited in the West Indies."
23,59,One of the best airports i've ever been. The People working there were very helpful and very nice.
24,60,Exec lounge was nice but small. Good service from hot assistant.
25,63,Nice urban airport close to the city centre of Buenos Aires with potentially spectacular views across the city provided you are on the correct side of the aircraft according to the direction of take-off
26,64,The International portion of AEP has no business class lounges. There are a few reasonable restaurants where one can sit such as Outback. I was going to Brazil. It was worth the issues to not have to go out to Ezeiza to fly though.
27,65,"Airport champion for its location, ""next to"" the center of Buenos Aires. Despite its small size, it is perfect for those who want to access Buenos Aires and have quick connections across South America."
28,66,"A clean airport, with several gastronomic options, it hurts the charging stations, very slow."
29,67,"This airport is a quick, city airport. It is easy to get to the airport and the security check was fast. Food was really expensive and there was no wifi."
30,68,It is an airport with a lot of passenger movement and despite its renovations... it is not very functional... it should be bigger...
31,70,Been there while in reforbishing. It was a mess. The airport is small and very crowded altought it's easy to get to it.
32,71,Easy access to the airport but arrive with time because the check in is very slow. Food services are too expensive.
33,72,"We were lucky, we didn't find too many people queuing for security, but we had already been waiting too much in the baggage-drop line. What we didn't like was the lack of places to eat in the airside."
34,73,Ground services are terrible! Waited more than 1 hour for parking area. Than waited Stair and bus for getting the terminal. In terminal there was a long queu for custom. They are so slow!!
35,74,Always a great experience. The new international terminal is very organized and makes things very easy for travelers.
36,79,"I think that at the international airport - the gates of the country, there could be a better condition of the premises where luggage is received, and an immediate response should be organized to the fact that the passengers who arrived are both children and very elderly people - accordingly, the veterinary service of Senasa didn't have to keep my family at her counter for an hour and a half!! (without offering a chair to my mother of 80 years, until I myself demanded) and not even offering water to the child !!"
37,82,I used terminal C for this boarding and it caught my attention that there were almost no food options in the departure lounge. Unfortunate.
38,85,"It is a very good airport, easy to get to, comfortable and with excellent Wi-Fi. Gastronomic options are not many."
39,86,"A nice airport, easy to get to with several options. The terminal is adequate and the Wifi network is good."
40,87,"Nice airport, very comfortable and with charging stations. The wifi is very fast and is always available."
41,88,Small airport. Ascent and descent by sleeves. There is little food and shopping available. Access is quick and simple and there is Wi-Fi at the airport.
42,89,"Boarding area bathroom is not big enough. There should be another one. Beverages machine swallowed 10 pesos and stopped working, I lost that money."
43,90,It was ok according to the huge demmand during that week end. Flight took-off on time and there were no delays at all. Clear day.
44,91,"It was not crowded, and as I live in Cordoba and close to the airport I have no troubles in getting there. Check-in was quick and they help me deciding the best seat regarding windows and comfort."
45,92,"Cordoba's Taravella Int'l Airport is a medium size airport, that works as a hub for Aerolíneas Argentinas, Austral, Flybondi, and Norwegian (coming soon). It has many international flights with Copa, Latam, Aerolíneas Argentinas, Gol, Azul, AirEuropa. The space is very confortable, it has some places to eat or drink, many chairs with AC and USB power outlets, and free WiFi."
46,93,Airport has a considerable domestic/international aerial traffic due to be an AR/AU third longest hub.Small but not so stressfull enviorment.
47,94,COR Airport has not ILS and it's so difficult for depart or arrive if there are bad meteorological conditions.
48,97,The airport is new and so beautiful but it’s extremely far away from downtown and there’s not so much options of transport and they are expensive.
49,98,"I just use the airport for arrival> Baggage claim was very quick. The airport is 30km far from the city. A shuttle service is available (desk after the baggage claim), have to pay by cash only (absolutly not normal in an airport!!)"
50,99,fast boarding
51,100,Beautiful airport in the middle of nowhere!
52,102,The airport is being repared
53,103,Very small and fills up easily. There is wifi and it works well. Access is regular and there is a train station 200m away.
54,104,It took like half an hour for us since the plane landed until we reached the terminal. Bus was very crowded.
55,105,"Small, low cost airport. In my case it was difficult to get there from the center of Buenos Aires, because the train did not run. It doesn't have much comfort, and it is small if several flights leave together."
56,109,"Everty time exceedingly kind and friendly law enforcers. Fast check-in, but limited food and retail services. Good free wifi!"
57,110,"Services on schedule and generally good weather, the treatment of the staff inside the airport is excellent and we are amazed by the improvements that have arisen through the renovations. Extremely expensive Wi-fi, perfect transportation service, although there could be more public transportation services."
58,111,"Services on schedule and generally good weather, the treatment of the staff inside the airport is excellent and we are amazed by the improvements that have arisen through the renovations. Extremely expensive Wi-fi, perfect transportation service, although there could be more public transportation services."
59,114,The bars are very expensive
60,115,"Neuquen's airport is very small, not jetways and only one security check point. There is only one cafe, and it isn't to good. Otherwise, the air traffic is constant, so you can take good pictures."
61,116,NQN airport is small and doesn't have jetways. There is only one hand baggage scanner. The flight was excellent as usual with LAN. Excellent crew and service. The food was Ok for a flight this short.
62,119,"it was raining on the inside, only one place to buy ""the worst sandwich ever"" and so expensive, Security made us wait outside the airport when it was empty on the inside."
63,120,"A very small, efficient airport. The airport was far from anywhere so it was at least a 1 hour drive to the nearest village. Customs was quick and we got our baggage in no time. However, be prepared fo expensive food and little to no wifi, there is also no lounge."
64,123,"I don't have a lot to say. It's a small airport, and when we arrived, we were the only flight at that moment, so the baggage claim room was not that full and the process was fast."
65,132,"A quick airport, a bit far from the city but lots of duty free and there is cheaper food. There is a little bit of wifi. Immigrations was quick and we got our bags quick."
66,133,"Small little airport from where you hopefully will start into the North, becazse you then fly over the beautiful lake and one has an amazing view from up there. Getting there is a bit complicated by bus and also a bit expensive, if you compare the prices to the ones from the subte in Buenos Aires."
67,134,Airport was saturated due to peak season. Getting was lucky because the local bus has a 2 hr frecuency.
68,135,Getting off the airport was difficult as the local bus only comes by every 2 hours even tho it is the peal season with many tourist comming by to the sky centers. Taxis had a long delay as well. Few options to get to the city center.
69,136,You can get a 72 bus with SUBE card.It costs about $8 ARS. Check in staff is friendly and nice. Security check is fast.I got a breakfast at the restaurant outside the departure lounge.It was convenient. Lounge is old and no amusing at all.
70,137,BRC is an small airport with a restaurant and some souvenirs. You can get a van for $110 ARS .Driver take a way for all the passengers to get into destination. Wi fi is good.You get a sanitary control even for domestics arrivals.
71,138,"The airport is very far from the city, it has a very good and widely used public transport service. The view from the terminal is excellent, you can see the runway, mountains and the planes parked at the boarding gates. Photos can be taken from an exclusive place for this. It has constant aircraft traffic. The WIFI IS EXCELLENT, you can watch Netflix easily. Translate this if you want!"
72,145,"Incredibly nice looking tiny airport. Very nice wood constructure. I only flew in there, but you have to have your luggage scanned again if you arrive."
73,147,"Great airport, looks really nice :) it's small but have atmosphere like on the end of the world :))) Get to the airport only with taxi. Must pay tax when you leaving about 26 ARS for person. Everything was great"
74,150,Yerevan airport is 30 minutes away from the city. Immigration queues are long but manageable. Food options are limited and expensive. Duty free is good enough. Beer is cheaper than water in this airport which was weird.
75,152,"A simple airport. However, the police officers and guide staff were all very kind and helpful."
76,154,"Bus no.17 and no. 18 runs directly to the city center, which is more cheaper than the taxi. One way costs with big luggages only 300 AMD (0,50€)"
77,155,"Zvartnots has become a modern, safe, comfortable airport. In terms of security and electronic services it is better than many European airports. It is incomparable better than neighbor country airports. I would love to see more flights with Armenian carriers. Very nice, modern airport, always well treated. staff good command of knowledge of foreign languages"
78,156,to BM ... they have a modern airport only for people and not turkeys. if u r a racist (fascist) tell the people firstly who you are... u can tell the people how a turkey eet grass ............................................................................... ------------------------------------------------------------------
79,157,"Zvartnots has become a modern, safe, comfortable airport. In terms of security and electronic services it is better than many European airports. It is incomparable better than neighbor country airports. I would love to see more flights with Armenian carriers. For passengers: large areas, free fast wifi with good coverage. For pilots: one of best ATC services in large region! Happy flying"
80,164,"Small airport. Distance from plane to car is short, not as short as TXL, but good enough. People from Aruba are friendly so service at the airport is good"
81,165,Follow @JFKSPOTTING On instagram! _____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
82,166,"The pre-flight customs when flying to the USA is honestly inane. They treat you as if you literally did just get off of a plane from somewhere else rather than walk through like, two rooms. It'd be much better if it was like the pre-flight customs for flights to the USA in the Montréal airport. Luckily, someone plucked us out of the 4th unacceptably long line we were in for the SECOND security check to speed it up and put us on the plane. We got there almost three hours early, and we almost missed our flight! Talk about island time. Still, the airport itself wasn't so bad, and I think that day was just particularly crowded. The issues were heavily exacerbated by the over-an-hour-long wait to check-in from American Airlines. They wouldn't accept online check-ins or mobile boarding passes, for some reason????"
83,167,"Average holiday airport, too many flights arriving together caused long queues"
84,168,Fast easy no hastle
85,169,small but adequate
86,170,"I was in ADL for a <2 hour layover from Brisbane to Perth, and primarily stayed down the Virgin Australia end of the terminal, though I walked through the retail area next to the international part of the terminal looking for lunch. I have to say the design of the terminal is annoying as you have to walk for a while between the Virgin Australia / REX gates to any facilities. Once you're there, you will find plenty of food and duty free shops to purchase from. Overall, a good airport once you're properly in the terminal."
87,171,"The airport was close to city. However, bus service my not be friendly for passengers. There were considerable number of self-checkin kiosks in departure hall. Several bag drop machines were also capable to handle whole Virgin Australia passengers departing from Adelaide. As I preceded the security check at around 5:00am, there were around 50 people waiting at the security screening. However, all 5 screening lanes were operated for passengers which I was really appreciated. However, limited choice of food services was allowed at early time and quality was not good either."
88,172,"The airport was close to the city (just 15 minutes drive). Due to the wind direction, the aircraft only taxied a short distance to the gate. The distance between the gate and the baggage claim was also reasonable. However, the conveyor belt contained four flights which might accumulate a lot of people."
89,173,Cross border registration counters at arrival gate. Every traveller must complete an interview by the authorised officer
90,174,"al. Because of the prior exit of the business customer, the customs was merely filled with a few people. This naturally resulted in the instantaneous process of immigration. The security check of Australiagovernment provided me a fast track which was directly process to the"
91,175,Staff seemed to be processing the security line reasonably quickly even with only one lane open. No food or beverage avail apart from vending machines.
92,177,"Slept at Atura hotel, very well made and positioned. Check-in was easy. however security lines could get a big long. The internet was really fast at speeds of over 100mpbs download"
93,178,Adelaide Airport is easy to get through there are 2 main hallways for Domestic Flights there is a line on a wall next to the Burger King which line is always full because the Qatar and Emirates flight is departing close to each other
94,179,Getting to the airport was a breeze with the convenience of the Atura Hotel. Airport is laid out in a neat way
95,181,"All you could want for arriving at a Regional Airport. Walk straight in the building to see the baggage carousel in front of you and access to restrooms and the cafe (though closed) available straight away. Could only ask that the cafe was open, but otherwise great arrival experience."
96,182,TRANSIT
97,184,"The AirPort was small and sweet, perfect size for the city of Alice Springs. Getting to the airport was no problem. It’s not very far out of the city and if you are driving a rental car the signage is very clear. Check in was a bit slow, had to queue for a while since only one of their check in desks were open. Security check was quick and smooth, no queueing. Terminal facilities were also good. Plenty of bathrooms. The wifi, however, was slow and really annoying to use, and there weren’t enough restaurants. There was one café but that one was quite crowded. Overall it was a good experience."
98,185,"Perfect small airport. No queues for check in, security, cafe, shops. Free wifi. Comfortable waiting area and an outside seating area under the trees. Easy boarding walk across the Tarmac. If only all airports were this easy!"
99,186,it's a small regional airport so don't expect anything fancy
100,187,Nice small airport for a quick transfer
101,188,Great airport. Great staff.
102,189,"Plenty of facilities, from shops to food"
103,190,"lovely small airport, was really busy, a globemaster was parked up , mostly props, 1 737, and a bae146"
104,192,"It's a simple domestic airport. No food services, but they found space for a gift shop. Getting in and out is easy as a parking space and a long drop off zone. Check in is alright, security too. Nothing much to say other than no real food source, other than a few vending machines!"
105,195,"Good small airport, one of the best regional airports I have been to. Fun ""observation area"" which i saw my plane land in. I would have to bring a little more to do, as there was not enough to see/do there. What can you expect though? Too expensive for a Coffee though."
106,196,it's a regional airport so there's no shops or any other services
107,197,"Excellent facilities for such a remote airport, particularly with car hire companies, but there is little to eat."
108,199,its was great new area lots of spare time coming really close to the 737-800 not busy in check in easy to get though security was not busy not much people there nice and quiet but they were still upgrading inside so it will be better there wifi is really great the lounge is okay hard and soft at the same time
109,200,"A good/handy airport to get to Sydney or Melbourne when I need it most. A nice new terminal and a penitential new runway to fit Airbus A321s, it's gradually growing bigger. recommend the Burger place."
110,201,Small but efficient.
111,202,tiny tiny tiny
112,205,"nice security, made sure to let everyone know what they needed to do for cleaning, sanitary stations weren’t all the best it was a mat on the ground with alcohol poured in it"
113,207,"Brisbane international treminal is very busy in the morning when the big planes come for example from, Dubai, Vancouver, San Fransisco, Singapore, Tokyo and Seoul. And sinse Australia have very strickt rules of hwo can come in or not. To get thru evrything we had to stand and wait for about 2 houres. So if you travel international just know if you want to get thru the customs fast don't travel there so you are there in the morning."
114,208,easy to get to the internasjonal terminal. The check in took some time but after some time we were thru. TRhe security check didb't take long sinse we were the last plane to depart out of the terminal. there were many placesto charge youre phone and realx. finding the gate was easy and the boarding was efficient.
115,209,Busy VA Terminal with many transiting and connecting flights landing and departing. Information was made available via many info boards. Friendly lounge staff and accommodating to ensure passenger comfort.
116,210,"Probably the best airside views of any airport in Australia, when combining how much of the airport you can see with the variety of traffic."
117,211,SQ Silver Kris lounge was very small but it's understandable because we are not at their hub but the food was very good!
118,213,"The lounge was very good, however, our flight was cancelled shortly after. Would have loved an apron view off the lounge as well."
119,214,Very easy to find our gate. Check in was alright. Gate agents were nice. Good for plane spotting at the gate.
120,215,the theatre of security. apparently a million dollar body scanner can't tell the difference between a tissue in your pocket and a bomb.
121,217,"Love Broome Airport. Small and cute! Just a few points: Business lounge only opens 2 hrs MAX before the flight. That's it. Even if the flight is delayed, it closes after 2 hours."
122,218,It’s a15 minute walk from the China Town to the terminal. No queue at security check even though there were two flights leaving around the same time. Waiting area has plenty of seating. Free wifi is reliable and quick.
123,219,Flight arrived early. Easy off plane and straight out of airport. Didn’t spend any time in the terminal.
124,226,"Wynyard airport is easy to get to with free car park and wifi. Facilities are fine. Fast check in, what you would expect at a small airport. Security is done at Melbourne airport and is also quick. REX have four flights to Melbourne a day, there are also flights to King Island Launceston and Hobart with other companies. A new airline just starting flights to Essendon."
125,227,"A little dezpagueri like yts daddy I had a problem with suckarmelame same tt. Now, aside from the jokes, the lie is that he was ready to spend a little while. A little bit of dezpagueri like yts daddy, I had a problem with suckarmelame too tt. Now, aside from the jokes, the lie is that he was ready to spend a little while. A little bit of dezpagueri like yts daddy, I had a problem with suckarmelame too tt. Now, aside from the jokes, the lie is that he was there for a while."
126,228,"A little dezpagueri like yts daddy I had a problem with suckarmelame same tt. Now, aside from the jokes, the lie is that he was ready to spend a little while. A little bit of dezpagueri like yts daddy, I had a problem with suckarmelame too tt. Now, aside from the jokes, the lie is that he was ready to spend a little while. A little bit of dezpagueri like yts daddy, I had a problem with suckarmelame too tt. Now, aside from the jokes, the lie is that he was there for a while."
127,229,"Landed and once we got off, there was a huge line for immigration/customs as there were over 300 people on the flight. We were at the back of the line and we were still on the jetbridge????! It took us nearly 2 hours to get out of the airport including baggage claim and immigration as there were only 3 staff working at 5 am."
128,230,"Good enough for a smaller airport, would have liked to see some better cleanliness though. Our bags arrived covered in blue goo."
129,231,No public transport to airport. Expensive shuttle or taxi or walking 30+ min on a roadside through the wetlands
130,232,"Fastest check-in + security ever, both done in less than 5 minutes. Decent food selection for small airport."
131,233,We landed at Cairns. Departed 20mins late and arrived just before 5 am. Immigration wasn't a lot of help though. Just a long line of security. Baggage claim was also crowded and took us nearly 1.5 hours to get through security and baggage claim.
132,234,"Easy to get to, easy check-in, can be a fair degree of walking from the car-park if you are unlucky with your spot and in the height of summer can be a bit uncomfortable (humidity). Otherwise a nice enough airport, but security can sometimes be a bit of a bottleneck (in high season)."
133,235,Overall pretty good and everything very organized and efficient. The main downside : hardly any power points in the departure area. I think in 2017 we can expect power points USB ports to be available....
134,236,Small and unspectacular airport. The domestic flights to e.g. Brisbane and Sydney are usually crowded at the Check-In counter. The post-security facilities are limited yet sufficient.
135,237,"International terminal is very crowded and long queues for check in and customs. The immigration officials weren't taking the job very seriously, talking to each other in between passengers. Duty free was very expensive, a chocolate bar and some Weathers were $10."
136,238,"Cairns Airport was good, with great Wi-Fi and the flight was on time being 15 Minutes earlier than expected. Lounge facilities were good with many shops but little franchise shops. The flight was great with no turbulence and a smooth landing and departure, cabin crew was polite and not rude."
137,239,"This airport is is recreational and training flights only so there is no transport, check-in, security (apart from a small fence), terminals, wifi, stores (apart from flight schools) or a lounge. However these services many be available depending on the flight centre/business you are affiliating with."
138,240,"Great airport South West of Sydney and Bankstown airport mainly used for leisure and learning how to fly. This airport has a wide variety of GA (General Aviation) aircraft from small Cirrus SR22s to multi turbojet private planes like the Cessna Citation III and everywhere in-between including fighter jets, gliders and helicopters. Camden airport is also home to the only blimp in the Southern Hemisphere and the largest number of gliding operations."
139,241,"Great airport South West of Sydney and Bankstown airport mainly used for leisure and learning how to fly. This airport has a wide variety of GA (General Aviation) aircraft from small Cirrus SR22s to multi turbojet private planes like the Cessna Citation III and everywhere in-between including fighter jets, gliders and helicopters. Camden airport is also home to the only blimp in the Southern Hemisphere and the largest number of gliding operations."
140,242,"Great airport South West of Sydney and Bankstown airport mainly used for leisure and learning how to fly. This airport has a wide variety of GA (General Aviation) aircraft from small Cirrus SR22s to multi turbojet private planes like the Cessna Citation III and everywhere in-between including fighter jets, gliders and helicopters. Camden airport is also home to the only blimp in the Southern Hemisphere and the largest number of gliding operations."
141,243,Small private airport full of pipers and Cessna as well as two Cessna Citations including a Cessna Citation 3.
142,244,I was at the airport for about 2hrs transiting between flight. A great airy airport with plenty of natural light and plenty of photography spots through the glass windows even though they are tinted. More eating options would be fantastic.
143,245,Very Awsome and smooth flightvfrvrcffdfecfrvfrvrvgrvgr rvgbtbybgrgggggggggggggggggggggggggggggggggggggggggggg
144,246,Got off the plane straight away and immediately collected bags and left the airport so not much to base the rating off.
145,247,Unfortunately no priority check-in for business class/platinum passengers with international connections
146,248,The new terminal is fantastic. Just needs some more aircraft movements to make waiting go by quicker.
147,249,Best and Easiest airport to travel in and out of in Australia. Beautiful new terminal and facilities.
148,252,"The issue at Canberra airport is the poorly designed security check in. IT is like a supermarket checkout rather tan an airport security system, where people have to line up to have their carry-on luggage checked out. The architects have a lot to answer for. This was not designed for passengers - it was designed for architectural reasons."
149,253,Amazing airport
150,254,"Clean airport, quick and easy check-in and security. One small cafe in the departures hall. There is a Qantas Regional Lounge for Qantas frequnt Flyers."
151,255,"Coffs Harbour is a great airport. It's a small airport but that doesn't stop it from being a good one. Dropping off your luggage is quick, depending on the airline and how many people fly it, security is quick to get through, but seating wise, there inst a lot of seating. Sometimes a large majority of people have to stand up. The little cafe is good but doesn't have a lot of choices of food and drinks. They have power points if you need to charge, although there inst a lot. I haven't tried WiFi but from what I've heard and seen, its not the best, using data would probably be a better option. You have to use stairs to get aboard your aircraft, there are no Jet bridges. It's not a modern airport but a good size for an airport for Coffs Harbour."
152,256,"Coffs Harbour is a small regional airport which has flights to Sydney, Melbourne and Brisbane. It features a Qantas Regional Lounge and has fast check in and security. The WiFi is OK, I prefer to use my data instead. Of course, it has a toilet and a spacious lounging area and a restaurant."
153,257,"Nice little airport. Hope they eventually extend it into an even bigger regional, possibly state hub."
154,259,"Quite security, good range of food and gift shops for the size. Can check in talking to a person, only screens."
155,260,"Darwin International is a good airport! What’s keeping it from being five stars is a lot of delays, a great thing of darwin airport is that there are not many lines/crowds for security and check in!"
156,263,Easy access through airport
157,264,Small and nice. Security queues were very long. Age of terminal showing.
158,265,Pretty small holding area for transit. Free WIFI. Expensive souviner shop with slow serice.
159,267,"distant from the city, not many facilities besides car hire and the odd food."
160,273,"4/5 here is why, The security was good, food was good the new terminal was good but the delay! Our flight got delayed for about an hour!!! I was even tracking it!!!"
161,274,"Getting to the airport was fine; there were a lot of car parks. Customs wasn't that fast, but it wasn't terribly slow either. The baggage claim took a little while but was tolerable. There are good views of the airport; I love it ????"
162,275,"Getting to the airport was fine; there were a lot of car parks. Customs wasn't that fast, but it wasn't terribly slow either. The baggage claim took a little while but was tolerable. There are good views of the airport; I love it"
163,276,"Nice small airport, Multiple food options, but sad that the domestic airlines don't use the new terminal extension when international flights aren't. The holding areas for when gates open are bizarre with just long lines to stand in and no seating. Overall a nice airport with great scenery and easy access on the 777 bus which connects with the G link tram from Broadbeach."
164,277,The international side of Gold Coast airport has nothing but a duty free & a restaurant. Eat food on the domestic side before you move onto the international.
165,279,"Very regional feeling airport for an international destination airport. Feels like a few departure gates, food outlets, chairs, and washroom fitted inside a big shed."
166,280,COVID-19 border force in QLD was seamless and travellers who had completed the correct forms prior to landing were able to move straight to baggage claim and to their final destination.
167,281,"Check in was simple and quick, however Qantas did not accept my Q bag tag as there is not a self serve bag drop."
168,282,A bit improvement from pervious weeks where GC Airport utilised the International arrivals hall customs facilities to check qld border declaration passes!
169,284,Loved all of Hamilton island and no long queues is hamo airport easy to get through and nice location.
170,285,"Landing may seem daunting, although it’s 5,800ft runway is very safe for commercial pilots Weather conditions average 15knots or more from the S or SE Lovely views on approach & final! Airport staff are super friendly & will help you in any way possible!"
171,286,"Landing may seem daunting, although it’s 5,800ft runway is very safe for commercial pilots Weather conditions average 15knots or more from the S or SE Lovely views on approach & final! Airport staff are super friendly & will help you in any way possible!"
172,287,"Withe reference to first review posted by Rod Adamson; Hervey Bay Airport (HVB) has always been completely separate to Maryborough Airport (MBH). For many years, flights operated Brisbane - Maryborough - Hervey Bay and return. Maryborough used to be the main airport in the area, but since the upgrade work at Hervey Bay, Maryborough is no longer listed as an airport."
173,288,"I worked at Hervey Bay when it was a one-man operation handling 3 daily flights to/from Brisbane (Sunstate Airlines), during the 1990s. I returned there in 2012 to find a highly updated airport with new purpose built Terminal. Flights to/from Brisbane (Qantaslink/Sunstate) but also direct jets flights to/from Sydney (Virgin Aust). Very impressed with the updated local Airport."
174,289,Actually Maryborough Airport.
175,290,Not very many food options in the terminal. But it is efficient to pass through and with no airbridges you are on and off the plane pretty quickly.
176,292,"For a small airport Hobart is just fine. The departure area is clean, with a couple of choices for food and shops. Decent toilet facilities. Really nothing to complain about for its size."
177,294,"Fantastic small airport. Hobart Bus Connection is a godsend. 30 - 40 minute journey. Very quick check in, security with no queuing. Departure lounge large with plenty of seating. A few shops and lovely bar overlooking the runway and aprons. Wifi is free and connects quickly and maintains the connection."
178,295,"Hobart International Airport is a small airport that connects Australia to Tasmania. There aren't many flights so book early or you might not get onboard. The food is good with a range of Cafes to choose from. The wifi isn't so great, it drops in and out. The Lounge is bland and not exciting, but is still decent."
179,296,Decent new airport
180,297,Good joint.
181,298,Freezing cold when you arrive in winter on a wet night. Insane that Australia's south most airport does not have skybridges!!!!
182,303,"Launceston is certainly very well equipped for a regional airport, however it still lacks a lot of comforts expected in an airport. In saying that, it has more services than Canberra Airport so it has that going for it. Food services were limited to a bar/cafe and the Gates were rather small. There's also no public transport to the Airport, instead requiring shuttle buses or private transport."
183,304,"Arriving in Launceston was simple, though I would not have liked to land on a rainy day. Open tarmac boarding, only 2 baggage claim belts (which were small too), no retail in arrival. Also no public transport is available to the airport, only a handful of shuttle buses."
184,305,"Beautiful airport. Easy check in, security is a breeze and they also have the qantas regional lounge to wait in."
185,306,Great airport for a small city with a modern waiting area and great views of the surrounding countryside.
186,307,"Great little country town airport. It's a fair way outside of the city, but easy to get to via a new highway interchange. There is a convenient petrol station just before the airport for refueling your hire car. Parking is easy. The check-in area is small, and the counters only open 1.5 to 2 hours before each flight on Virgin, Qantas, and Jetstar. There is a toilet and a shower available pre-security, and a small seating area, but not much else. Security is quick and easy; you can go through even if you're not travelling. Once inside, it's a really nice space. There is a store featuring general newstand merchandise but also Tasmanian goods - from candy and cheeses to wines and spirits and woolen goods. There are two coffee shops, and also a James Boag's bar/restaurant, which has a good selection of drinks and decent bar food. There are four gates downstairs, with additional seating areas. Arrivals and departures are separated like an international airport would be; this is likely because arriving in Tasmania you have a biosecurity check - little beagles sniffing your bags as you come through. All in all, a good little airport to get you to and from Tasmania."
187,308,Good for a regional airport. No public transport available. Only a 15 to 20 minute drive to city centre.
