,Unnamed: 0,Content
19,57,"Whoever is running this airport has absolutely no clue, the smart new terminal has shiny new shops and food outlets but you don't get a chance to use them because after checking in they make you stand in a queue for about an hour to have stupid bits of paper stamped (emigration?), so by the time you are done with that fiasco it is time to got straight to the gate. Wake up idiot! your concessionaires should have you fired, they must be losing millions!"
20,58,"Got stuck in ANU departures when BA G-VIIP broke down and couldn't continue to PUJ. Missed lounge access card (MAKE SURE YOU GET LOUNGE ACCESS CARD ON CHECK IN) so couldn't get in lounge even with BA gold card. One cafe with non-enthusiastic staff meant getting food took well over an hour. When I got to the front of the queue they had run out of food so I had to wait even longer. AC was very cold, which for the Caribbean is nice, but we had come straight from London in November and hadn't felt any sunshine yet. We got very cold very quickly and weren't allowed outside just to warm up. All staff bossy and unhelpful. Not a pleasent experience. There is free WiFi though. The lounge is a must; nice small lounge where they keep serving you booze and have limited but tasty food."
21,69,Dirty terminal aucune luggage carrier information drl flight 20 minutes after arrival on a flight 1 hour late I had to find out and the malts were in the search 2
22,75,Longest queues ever. Be ready to spend at least two hours to simply stand in the line to passport control. It's just sad that you first (and last) memories about beautiful Argentina will be so miserable.
23,76,"Domestic departures lounge was extremely crowded. Due to electric storm, many flights got delayed, so the tiny terminal got full of people. There was no space even for sitting in the floor. Options for getting food or coffee are just a couple, really not enough. Security check line was eternal, took almost 90 minutes."
24,77,I traveled with a fibula fracture in my left leg. The service to transfer me from the plane to the terminal took almost 1 hour. A shame.
25,78,"If you are getting a local flight, C terminal is pretty ugly. Only one place where you can get something to eat, and with not a lot of options. The place is not modernized, people stays in the bathroom in order to get a plug for the phone."
26,80,"No meat for burgers at Burger King? This is Argentina where meat is king. getting to the airport was easy enough but since the counters don't open up until 3 hours before departure, it makes it impossible to access the lounges; and the checkin process was slow."
27,81,Terminal C station for domestic flights does not have the capacity to accommodate large numbers of people. It also does not have available and sufficient service areas. It does not have a number of seats and food places.
28,101,Small domestic airport with a lovely view on Lago Argentino. Special Airpot Tax must be payed before the flight.
29,106,"Very small airport where the flights of low cost airlines Flybondi and JetSmart are operated. The concept of low cost airport has been taken to the last consequences here, where food services are non-existent and rely on only one snack machine, seats are lacking for passenger demand, most are standing waiting for their flight and queues in Airline counters are endless. Anyway I didn't have a good impression of this airport when I used it."
30,108,"Pre-boarding area is so small, it only needs two simultaneous departures to become a complete mess, long lines, not enough space for people to line up for boarding, lounge is small too, so try to make a reservation since it might be full."
31,112,"At this airport activity has increase in the last few years, more destinations from there shows it as a good option to enter Argentina from SCL. There are plans for the Mendoza Tram to reach the airport from city in 2014/15."
32,113,Very small for the number of flights it operates. Very abandoned.
33,117,"a very good airport, new and confortable services"
34,121,"Very bad airport. Slow, no efficiency! Long lines for everything, check-in, security screening. One entrance serving as exit as well. Easily THE worst airport we ever flew through. And we've been through a lot of airports in Africa, Asia, Europe, and North and South America!"
35,122,Deorganization toyal delayed flights without presence of airport staff psra organize and report terrible experience
36,127,"An airport that is embarrassing, the lack of infrastructure is alarming. The baggage claim is too small and when a flight arrives with many people, massive crowding occurs. The entrance to the international departure lounge is through a common door and they make you take off your shoes and everything you have on you and they only put 3 chairs (YES THREE) so you can put your shoes back on and all while people are gathering. There is a lack of staff, the stores are always closed, more than an international airport it looks like an aeroclub."
37,128,"Old airport, without infrastructure according to the traffic it currently has. It doesn't have good services. The only positive thing, it is close to the city."
38,129,A very basic and limited airport for a city of one and a half million inhabitants. A shame.
39,146,"A small airport, one terminal for four gates. You can go to and from the airport by taxi or a shuttle service provided by your hotel. The check-in was not too long (but no self check-in available). You can find sandwiches and basic beverages both on landside and airside. Wi-Fi is a nightmare."
40,151,"The options for meals and beverages after the security check are limited at best, with horrendously inflated prices."
41,153,"No announcements in English. WiFi did not Work. Behind the security check no restaurants. One bar was was closed, the other one had only bad quality but expensive snacks."
42,158,"No airports, typically BARACK))) bad people, evil, unresponsive, the food is not good overdue NOT ADVISE !!!(((((((((((((((((((((((((((((((((((( Terrible!!! .............................................................................................."
43,159,"In fact, 26b swapped with the guys at the aisle"
44,160,I was billed $50 for liquor I purchased in the duty free shop. There is a 1L maximum for liquor per adult. You will be charged $20 a bottle by customs if you are over 1L
45,161,Terrible!! 40 minutes after landing waiting for a gate. While flights which arrived later got a gate first. Terrible long lines. Worst experience at an airport!
46,162,"Very chaotic boarding proces. Pax had to go via an emergency door to go to the apron. Our already delayed flight had to wait for a Jet Blue flight to board to keep them on time, while the most pax on my flight had connecting flights at Houston,’and missed them. Strange policy. Very very annoying intercom at the gate that started to transmit announcements for other gates and after two seconds was cutted off. And why do people have to SHOUT through that mic?"
47,163,This airport utterly failed in handling today's crowds. 90 minutes total in security lines before reaching my gate - worst ever in the Caribbean.
48,176,Adelaide airport built without regard for including toilets. What toilets there are at the extreme ends of the terminal and one set in the middle.
49,183,Fabulous airport. Would fly to/from here again in a heartbeat. Brand new terminal with comfortable furniture throughout and nice interiors. Good cafe and friendly staff everywhere . Would be nice if a premium lounge was opened up though a fab airport
50,193,Extremly long waiting time for luggage (50 minutes). Strange taking into account there was one plane only
51,194,"Ice Tea costs $9.50!!! At least $5.00 for a drink!! Uncomfortable, crowded terminal. Not much that you can do about it though, only way to get in and out of Ayers Rock."
52,198,"nothing much happen here, a few small flights, and helicompters for the tourists too see kings canyon and ayers rock"
53,203,"A mediocre regional airport that really feels like it's been done on the cheap. Needs a bigger departure lounge, as it has serious issues coping when Jetstar or Virgin fly in. Acceptable for its purposes."
54,206,Airport line is long and bad and takes for ever to get through unless you do the machine check in before going through customs
55,212,Arriving late we found that the first exit to baggage claim was closed and an alarm sounded that was so loud i'm sure it would be illegal. This meant walking to the exit at the Qantas end then all the way back to the Virgin carousel. I only have a bung knee but felt sorry for the much more elderly
56,216,Very small airport and can get overcrowded easily if large aircraft e.g B738 or A320 arrive or depart. Amenities are limited in the departures area. Only one arrivals belt and takes so long to get your belongings after arrival. The airport is also very hot but it is quite well ventilated.
57,220,So the baggage carousel isn't air conditioned... a rather unpleasant arrival into BME! Baggage services doesn't exist... any problems you need to run around to departures.
58,221,"Third world country airport, just like Perth. If you arrive 2 hours early you have to wait outside as the airport remains closed until just before boarding time. No access to a cafe or shop or anything. No check in. Then you are through and find the Qantas Club locked until 30 minutes before boarding, which makes this much trumpeted about facility utterely useless. What a hole Broome airport is."
59,222,No under cover departure from plane walk down the steps out into the tarmac heat or rain to the terminal. When you get there no seats no refreshments just stand and wait for the baggage. .one point in its favour it's close to town centre. Lots of character if you like 1960's
60,223,"The flight delayed by over an hour. it arrived late and and left late. The airport facilities are simple. It should not be classes as ""International Airport"". Wifi only works intermittently and only allows e-mail, web browsing is almost impossible."
61,224,"After Perth, Broome must be the most horrible airport in this world and I have seen about 200. If you arrive a bit early for your flight, the terminal is closed with a gate and you sit around on wooden banks, if there is still one left, opposite the empty checkin counters. To get a coffee you need to take a taxi back to town. It is a so-called international airport, but no international flight is going from there anymore. Spent some horrible time waiting there with many other passengers who had hoped to buy some water in the heat but ended up drink tap water bin the toilets as there is nothing on site. Traveller beware !"
62,250,"Only stopped during transit, on the last flight out of Canberra for the night. Terminal is compact to say the least for international flights with not enough seating for a full plane load, let alone a number of international flights."
63,251,After bad weather took ground crew an hour to load our aircraft even though we were first scheduled to depart
64,261,International transfer area had no facilites whatsoever. Extremely boring place to spend the night.
65,262,This is a provincial airport that likes to think its better. However it is plagued by slow international arrival clearing of immigration and luggage. Also most international flights depart and arrive in the middle of the night making it an inconvenient place to start stop or transit
66,266,"Arriving in Darwin was hot and humid, and the tiny duty free store which was open for a few minutes while the passengers disembarked was very limited in range. The only cafe in the domestic terminal while waiting for our connection was hugely busy and it"
67,278,"Excessively busy, terminal way too small, security line was halfway down the terminal, boarding gates were jammed full of people, no aerobridges, toilets too small. Airport bus apparently on a 15 min frequency but actually running on a non-advertised reduced covid timetable of one per hour."
68,291,no airbridges. not even a covered walkway along the front of the terminal building. bleak and windswept. inadequate cover everywhere.
69,293,"miserable facilities. no tarmac cover whatsoever once you leave the terminal in the sleet, sun, rain and wind."
70,299,Walk over tarmac instead of aero-bridge
71,330,"Qantas business lounge full, lots of noisy infants, person sleeping on one of the settees. Went and used the adjacent AMEX lounge, 1000% better."
72,339,Didn't go there. just stoped to refuel then back to melton mini
73,357,"Security were rude - instead of asking me politely to go through the scanner some ape just grabbed my arm and physically pulled me. A smallish airport, so not many facilities, and I’m really not interested in duty free or shopping. This was in 2014, much improved following this first visit."
74,366,"not very many options to choose from, terminal is small and can be crowded when multiple flights are arriving and departing in short timeframes"
75,367,"Jetstar Gate Agents are rude and unhelpful, Check-in is as easy as normal, Security Point is all over the shop with it not being properly set up. Overpriced Food, Minimum Restaurants, Overcrowded Lounge and waiting area, not enough seats at (hopefully) temporary gates, Wi-Fi is a pain, Bathrooms are lacking any cleanliness, I hope to fly in again once it's finished its upgrade, the viewing area is blocked by Gates 1/2."
76,374,"Embarrassed to have this as our arrival airport for most international visitors. Transport is appalling, staff are rude and unprofessional, it’s difficult to find any information on services like hotel transfers etc, getting between domestic and international is a pain, and you can’t even check a bag in for a next day domestic flight after arriving on an evening international flight because “the airport closes overnight”. Don’t know why that means they couldn’t hold on to a damn bag for that time…"
77,387,Townsville Airport is way overdue a world class upgrade. The lounge is a hazard to try and walk thru to the toilets. Townsville Airport is an embarrassment to all travellers that have to use the poorly planned and run airport
78,388,"Loved it, nice to see F18's when we landed there, it's cool!!!"
79,399,"Much weather delayed flight held on apron for stand and then a wait for bus to take 30m to terminal. Cramped customs and worse baggage reclaim, not suitable for number of passengers coming in. Departures and external the same. Stunning approach though."
80,404,B-E-A-U-T-I-F-U-L!!!!
81,410,Had to stand in bitter cold queuing up to get into the arrivals section. Only one immigration officer on duty to check passports.
82,412,Small airport. Ideal if flight is on time but limited facilities to cope with delays. LT car park expensive.
83,416,"Fast processing, friendly staff, wide range of options - nice airport"
84,418,"Very small airport, seems very deserted, staff in the cafe unfriendly, no possibility to buy cigarettes."
85,421,"Deplaning in small groups due to local restrictions but then the whole plane getting packed into one bus. So stupid... We were waiting long to get our COVID-documents checked. There was a big crowd waiting in the queues without distances. At same time flight of Turkish Airlines arrived. So many people not wearing their masks, but no one cares. Silly silly"
86,424,"Airport is completely out of its depth dealing with ski flights during the season. Place is manic with no space, organisation or coordination. Will try to avoid airport in future."
87,429,Lousy airport. Thight crammed check in area with long ques. Very long security lines. Took almost an hour to get through. Poor food and retail services in a small and crowded departure area. It also has bus gates.
88,430,International Airport closed after 10pm. Everything is closed in the evenig and only limited train service to the city. Cheap Airport
89,431,"The airport is pretty basic. The duty free is just alcohol and perfumes. And the lounge was closed, the other lounge was overcrowded"
90,432,There is no proper queue for security check and people are crowded. Ground staffs has no clue how to manage the crowd and their wrong decisions make things worse. Took around 30 minutes to cross the security check.
91,433,"Terminal 1 is quite far from the airports trains station. Check-in desk opened awfully late, resulting in huge bagdrop queues. Vienna lounge is ok."
92,434,"When transferring from Shanghai to Berlin, you unexpectedly had to go through security again."
93,436,Absolute mismanagement of the crowd during security check. No wonder this is the country where Hitler is from
94,441,"Weak transfer experience. Rude imigration officers, misleading info in transfer desk, rude security. I will not transfer in Baku again!"
95,442,"Transfer desk employees gave bad informations: 1. That Ii need paper boarding pass to enter LH flight (not true) 2. I will not enter lounge with electronic boarding pass ( also not true) So made me to wait in transit zone till 3 hrs before flight, then took my passport and went to public zone to checkin to print boarding passes. Weak transfer experience. Than when sitting on bench in transit zone some imigration officer came and said I cannot sit here. Asked why? Because thay see me in CCTV.. what a rude behavouir. Never ever transit ib Baku, new building.. but personel stayed in comunism."
96,448,Why crew of International airport in Baku cant communicate with passengers in english??? Its ridiculous...
97,452,"Do not allow people outside the airport grab your luggage to help you put it inside, they will ask for a tip of $10.00. Becareful and do it yourself."
98,455,Wifi was horrible in terms of connection and backend software. Hard to find a power outlet No tables
99,456,Back in the 70th we wer welcomed by a steel band right at the airplane at the apron.
100,458,They were renovating the US departures area but the rest of the airport was indeed horrible. Then again infrastructure is not that fantastic in Nassau anyways.
101,459,"Like a shed, it was horrible!"
102,466,"Tables in pearl lounge filthy. Definitely not covid friendly. Check in staff unhelpful and rude - declared multiple times that I had the wrong visa despite it being stamped in my passport. Immigration staff even ruder - ‘your passport is too full, you need to keep it cleaner’ when he couldn’t find my entry stamp. Security staff watched me remove laptop and electronics, then told me no need and to repack immediately. They’d watched me take a few minutes to do this and didn’t think to stop me. Would not fly back via here again through choice. Both arrival and departure experiences unnecessarily stressful with rude staff."
103,467,"Clean airport, but poorly signposted for taxis ans rude immigration staff - he said card payment was fine, but did not tell me debit card would not work for visa payment. When he tried it twice he very loudly announced that ‘I had no money’. When I used a different card he then told me that debit card wouldn’t work and only credit card, but only after both embarrassing me and making me stress that my card was not working. Not acceptable."
104,469,"Chaos; airplane ready for boarding, people waiting in a queue in front of a gate, just the boarding staff missing..."
105,472,dhaka is porbably the worst airport ive ever been to its dirty baggage waits are long the airport is just outadated especally for how good of a flag carrier bd has
106,473,Crowded very crowded from outside and inside car took like 30 minutes to even enter the airport large group of military personnel which I assume were coming from training idk I really liked looking at the q400s and atrs although my flight was delayed almost an hour for some reason food I got some pizza thing was kinda bad slice was like 2 inches thick
107,476,"A absolutely horrible airport, from arrival till departure, a nightmare to use. Outdated and so overcrowded with literally no service at all.. arrive here at least 4 hours before departure for international flights. Hope the new airport will open soon. Bangladesh deserves a better airport!"
108,479,"The visa on arrival (VOA) process is a shambles. You have to queue to get a form, complete that and then queue to pay the VOA fee, which must be in foreign currency equivalent to USD51 and then queue present all these forms to immigration. This took over 1 hour."
109,484,"Help this airport. Unfriendly staff at security, complex process for Transit passengers. We were traveling GND-BGI-FRA, thus transit in Barbados. Leaving plane, got a paper that we’re transit passengers. After we must enter a hall and do security inspection, we just did in GND. One security belt, three unfriendly people for around 100 passengers. We were one of first but it took ages per person. After security we were in departure hall at gate waiting to enter our plane again which got delayed cause last transit passengers were still in security to transit. Unbelievable!"
110,485,"Help this airport. Unfriendly staff at security, complex process for Transit passengers. We were traveling GND-BGI-FRA, thus transit in Barbados. Leaving plane, got a paper that we’re transit passengers. After we must enter a hall and do security inspection, we just did in GND. One security belt, three unfriendly people for around 100 passengers. We were one of first but it took ages per person. After security we were in departure hall at gate waiting to enter our plane again which got delayed cause last transit passengers were still in security to transit. Unbelievable!"
111,486,"It is a poor Airport-Experience for an ""International"" Airport. Dirty, to find the Gates is confusing."
112,496,"Small airport and very slow Passport/border control officers. They always find something to complain about upon entering Minsk, they are rude and very slow. Worst airport i ever been to."
113,500,The security check was so slow that I forgot I had been told to take out my laptop!!! Nobody warned me when I left without it. I only realized when I was about to take the bus to the plane. Kudos to the staff who helped me get it back and of course to Belavia for waiting and sending an extra bus for me (wouldn't it be more efficient to have the business class minibus wait for me?)
114,501,"Not recommended for transfer. For some, unknown and ununderstandable reason, passengers have to wait on an empty transit counter in a uncosy and warm hall after leaving a plane. After 20 Minutes, a single staff had to look at passports and bording passes to be let to the connecting flights gate. Avoid Minsk Airport at all costs!"
115,507,"Well, it's a really small airport with bad connections to the city... Atleast the customs were fast and friendly, also the walking from my plane (ATR72) to the terminal was kinda nice, ah well, that's because I was surrounded by maybe 5 fokker 50's! XD But, from what I saw, it's just another small airport, nothing special."
116,508,This is a great little airport and if you have the time they have a super aircraft museum right next door.
117,510,Encountered a very rude immigration agent due to my UK passport. The routing for UK passport holders is very confusing and not clear when connecting through this airport
118,512,AWFUL immigrations/customs process. NEVER EVER will I transfer through Brussels. I’ve never seen so many passengers miss their flights due to their inability to process in an organized and timely manner.
119,518,"Most things are good, but I don't like it at all, why? I WAITED FOR 4 HOURS DURING PASSPORT AND CHECK, WHAT IS THIS?"
120,519,The only one airport I was with toilets for money only... It is kind a joke... really bad experience!
121,522,The price of the official car parks has been raised again this month (July 2023). Where I used to pay 27 € I now have to pay 35 € : a 25 % raise !
122,523,Even toilettes (upon arrival) are paid! Despite each passenger pays airport fees within the ticket price. outrageous
123,524,"Very unsexy Airport. Chaotig facilities and parking situation. Food court available but extremely narrow and crowded. Much to less seats at the gates. Leaving the flight within rain is a mess, complete foodway hasnt a roof. Signs for parking quite rare. Even if booked a parking f.e. at P2 you have to circle and circle to find a parking lot or wait until someone leaves. Trashy."
124,525,"A bus stop in the middle of nowhere has more to offer than this excuse of an airport. I guess there must be worse, but for a European airport, this is scraping the bottom."
125,530,"nice airport , nice planes ! :)"
126,531,"Nice airport , nice planes"
127,536,Great airport!
128,544,"Hopefully, the new terminal is going to provide better service after it opens in 2020. You can expect a lot of waiting at the current one for immigration, as only a couple of the kiosks are staffed by the Immigration & Border Control."
129,545,"Hopefully, the new terminal is going to provide better service after it opens in 2020. You can expect a lot of waiting at the current one for immigration, as only a couple of the kiosks are staffed by the Immigration & Border Control."
130,556,"This airport is at 4,061 meters of altitude of the sea level, perhaps this and a huge photo of the Bolivian president Evo Morales in the landing sector are what draws attention in this airport."
131,559,Overpriced with little to offer for a nations capital airport.
132,564,"VVI is the major international airport in Bolivia and has all that is required to function as suc, yet much is left for it to be a desirable connecting airport hub."
133,571,"As long as there are no foreigners coming to Mostar, it will be fine! :D"
134,572,"This is an airport void of facilities. The only option for food is a small café with overpriced dry sandwiches and tiny bottles of drinks. There are practically no sockets for charging your cellphone etc., and the available WiFi is terribly slow. If there is more than one or two flights leaving at the same time, the number of seats available is also insufficient. The only public transportation from the airport is a bus that only leaves about every two hours. The taxi drivers refuse to use the taximeter, and charge outrageous prices for the short trip into town."
135,575,"The worst airport I've ever seen. No direct bus/tram to the city center. Free wifi for 15 minutes, no water in only one duty-free shop (!), security control is a joke. Even the main clock says wrong time..."
136,580,WORST AIRPORT IN EUROPE...................................................................................................................................................................................................................................................................................
137,582,I don't know if it can get any worse. I understand that you have to expand and that it can create problems but that employees are so melancholy and almost angry cannot be explained. Improvement is needed on all points
138,583,the good thing about tuzla airport is that there is an airport...nothing else... catastrophical apocalyptical place...
139,584,I had to wait 30 minutes outside under the rain because of the slow passport control. But the worst is that the flight from Sweden that landed only a few minutes after us had to wait until we have finished with the passport control to leave the plane. My flight from Vienna to Tuzla took 40 minutes but passport control took my about 55 minutes at Tuzla airport itself! This is getting worst from year to year...
140,585,"Airport is being renovated but as the works are being done, it is now overcrowded and it is desastruous! I hope that the new terminal will be better."
141,587,"Very small airport. Wizz Air is the only operating airline here. There are plenty car rental desks, and shuttle services. Only 2 check-in desks operating, but they handle 1-2 flight at a time only as well. There is a bar upstairs, with view to the apron. They serve food, drinks and coffee :) No Wi-Fi. Very friendly, welcoming staff. Passport controll is only 2 desks, and terribly slow. Welcome to BH :)"
142,593,"Ridiculous small airport! To give you an idea, the rental company has a counter with just 1 employee who does everything, swipes your card, you wait at the front, another employee comes with your car. On the way back, stop at the door and call the counter and the employee will come and take the car back..."
143,596,"Airport undergoing renovations, on this day it rained heavily"
144,600,Aircraft stopped outside the terminal. There was only 1 bus available which had to make several trips to transport all the passengers. Lack of planning and organization
145,602,Very bad experience with delays at immigration and customs and extreme delays in baggage delivery.
146,603,Very bad experience with delays at immigration and customs and extreme delays in baggage delivery.
147,605,"Board via remote route in Belém, the RD gates are overcrowded, the airport is outdated and in need of improvements."
148,606,"The Belém terminal needs modernization and improvements, I believe that will come when it is transferred to the private sector."
149,607,"Upon arrival in Belém, coming from an international flight, you notice the delay in immigration. Other points add up negatively in BEL today, food options, bathrooms, transport to the city."
150,608,"Belém Airport needs to improve a lot in terms of customer service. When boarding the flight from Paramaribo, there weren't many food options available, it was hot at the airport, and it took a long time at security."
151,635,"Terrible. Delays for off board, travel to the airport and even departing again. More than an hour of waiting."
152,637,Really slow service for connections. Our flight was delayed around 40m because of poor taxi service.
153,647,Small local airport. Very old building. Not much more to say about it. New terminal currently being built.
154,648,"Small airport... Terrible for landing and take-off... There has already been an incident where the aircraft almost left the runway, it does not have an LS system... in the winter, it is impossible to land for any doubts METAR of the day, the government invests little in the airport and puts the blame on airlines: METAR 07/07/2015 12:00 METAR SBCA 071200Z 02018KT 0900 FG OVC001 16/14 Q1017="
155,651,Airport was closed. Azul sent us to Foz do Iguacu and took us by bus to Cascavel. Took 12 hours to get there !
156,655,a city which has a half million residents doesn't deserve this little airport. Shame on you mayor and governor............................................................................................................................
157,657,"Airport with precarious structure. If there are two flights to depart, only the first departing flight appears on the x-ray. Then the other turns into a rush to not waste time."
158,658,"The lobby does not accommodate the number of passengers for a GOL aircraft, for example, which has 186 seats."
159,664,"HORRIBLE EXPERIENCE, BOARDING HALL IS NOISY, EXTREMELY DIRTY AND DUSTY AND THERE IS ONLY ONE RESTAURANT OPTION. DIRTY AND STINKY BATHROOMS."
160,665,SHAME ON THE AIRPORT IN THIS TERRIBLE SITUATION FOR A CITY IN A DEVELOPMENT AS LARGE AND FAST AS CUIABÁ AND VARZEA GRANDE
161,666,"THE AIRPORT IS DIRTY, PIECES OF WORK EVERYWHERE. THEY DON'T DO THE MINIMUM OF CLEANING A LITTLE OR RELEASING A SAFE PASSAGE FOR CUSTOMERS. NOT EVEN THE EMPLOYEES ARE STANDING IT."
162,667,"Terrible airport. Zero Infrastructure, poor air conditioning system in a crazy hot city, 2 options of very expensive food. Dirty ground around all the areas. Horrible Airport"
163,673,"The airport is very hot, air conditioning doesn't work. WiFi doesn't work either. There are not many options for food."
164,677,"Very small airport, after going through the x-ray there are not many options for places to eat. We almost missed the flight."
165,693,"This airport urgently needs to undergo expansion. It is undersized, has no fingers and the entire structure is precarious."
166,703,"Connecting path from domestic to international flight was closed, and no indication where to go and nobody to help. Finally I had to get out from the airport and come back trough check-in counters. Nearly missed my connecting flight"
167,704,"Connecting path from domestic to international flight was closed, and no indication where to go and nobody to help. Finally I had to get out from the airport and come back trough check-in counters. Nearly missed my connecting flight."
168,708,"Before passing through security, you can wait upstairs, where there're some very expensive restaurants and a nice view of the platform. Airside is awful: you have to scan your luggage before checking it in, then the lounge is rather small when people for more than two flights are waiting, and there're almost no restaurants."
169,712,No fingers left something to be desired
170,721,Ex/SBGO
171,722,The signal for Gyn is over
172,723,REFUELING
173,724,Goiânia Airport is the worst in Brazil. It doesn't have any decent structure.
174,725,"Very small, cramped, old and outdated airport, with almost no food options. The location, however, is perfect, very close to downtown Ilheus."
175,726,"Small, tired, outdated terminal. In need of a complete overhaul asap. The only good thing about this airport is the location, quite close to downtown Ilhéus."
176,727,"Tiny airport, no air conditioning :( Delays in baggage claim. Taxi drivers approaching staff before they even leave the terminal."
177,728,Tiny. Stores closed on Saturday afternoon. There was no water to buy nor a drinking fountain in the departure lounge.
178,733,"Airport far from the city, no air conditioning, very poor and expensive food options. There are no drinking fountains."
179,741,"A bit of rain - airport closed. A little bit of fog - airport closed. As bad weather is not unusual in Joinville, 20% of the flights in the morning get cancelled or redirected to Curitiba, which entitles you to an additional travel time of 5h (2h organizing, 3h bus ride to Joinville). Seems to have no landing aid or ILS... Road to the airport looks like a minefield."
180,742,"When I used the airport on a rainy day there were several problems with leaks where the floor was wet and dangerous. Apart from that the airport is small, just to serve the city and region."
181,748,"Technical Data Elevation: 1867ft Regular airline? yes Instrument? VOR LON 112.40 / NDB PP 305.0 In the evening? yes Designator of headwaters:13/31 6916.8 x 148ft Headwaters of the Bow:126(13)/306(31) Resistance track:43/F/B/X/T 23°19'49""S/051°08'"
182,750,"One of the only mid-size airports in Brazil without access to airport lounge. Overall, the food & beverages available could have been better. Very distant from the city center (40-55 minutes by Uber)."
183,764,"Maringá is one of the best cities in the country. Although, have one of the worst airports I’ve ever seen. There are no jetways, no air conditioning inside the passenger terminal, the cleanness is terrible. Only one small baggage claim area. The boarding room is, for sure, the worst in my opinion. Only 3 gates, and there’s no plenty of space to accommodate the passengers inside. Only one Xray machine working, which makes the queue huge for the boarding process."
184,765,"One of the worst airports i’ve ever been. There are almost no terminal facilities, no air conditioning working at the observation deck, and only one X Ray machine working, causing a huge queue and delays for the boarding process. Wifi is not provided to the passengers."
185,766,"We arrived almost midnight and the crowd of people around the small mat was huge. The luggage labeled as priority came after several others that were not. There is no signage for the car rental offices, which are not in the arrivals area, but on the upper level."
186,777,Extremely hot and poorly maintained airport. You could see the roof of a finger being lifted by the wind.
